timestamp,temperature,humidity,dew_point,wind_speed,wind_direction,pressure,boundary_layer_height,precipitation,visibility
2015-01-01 00:00:00,8.5,96,7.9,1.35,42,992.4,15.0,0.0,
2015-01-01 01:00:00,7.5,99,7.3,1.22,55,992.3,15.0,0.0,
2015-01-01 02:00:00,7.1,99,7.0,1.42,51,992.5,15.0,0.0,
2015-01-01 03:00:00,6.7,100,6.7,1.06,49,992.4,15.0,0.0,
2015-01-01 04:00:00,6.4,99,6.3,1.3,32,991.5,20.0,0.0,
2015-01-01 05:00:00,6.8,99,6.6,1.35,48,991.7,35.0,0.0,
2015-01-01 06:00:00,6.8,99,6.7,1.63,43,991.4,50.0,0.0,
2015-01-01 07:00:00,6.8,99,6.7,1.7,40,992.3,60.0,0.0,
2015-01-01 08:00:00,7.3,98,7.1,1.7,28,993.0,60.0,0.0,
2015-01-01 09:00:00,9.2,95,8.5,1.3,4,994.0,85.0,0.0,
2015-01-01 10:00:00,12.4,85,9.9,1.17,340,995.1,115.0,0.0,
2015-01-01 11:00:00,15.5,70,10.1,1.52,337,995.1,220.0,0.0,
2015-01-01 12:00:00,18.1,58,9.6,1.8,341,994.3,385.0,0.0,
2015-01-01 13:00:00,19.6,52,9.4,2.02,340,993.4,505.0,0.0,
2015-01-01 14:00:00,20.4,49,9.3,2.25,339,992.9,595.0,0.0,
2015-01-01 15:00:00,20.6,48,9.3,2.4,343,992.3,610.0,0.0,
2015-01-01 16:00:00,20.1,52,9.9,2.09,343,991.5,530.0,0.0,
2015-01-01 17:00:00,18.2,59,10.0,2.59,332,991.8,90.0,0.0,
2015-01-01 18:00:00,15.8,67,9.7,2.39,327,991.3,50.0,0.0,
2015-01-01 19:00:00,14.2,72,9.3,2.44,325,991.7,45.0,0.0,
2015-01-01 20:00:00,13.0,76,9.0,2.28,322,991.7,45.0,0.0,
2015-01-01 21:00:00,12.1,79,8.5,2.56,321,991.9,45.0,0.0,
2015-01-01 22:00:00,11.2,81,8.1,2.66,326,992.0,40.0,0.0,
2015-01-01 23:00:00,10.4,83,7.6,2.77,334,992.1,35.0,0.0,
2015-01-02 00:00:00,9.6,85,7.2,2.85,342,991.9,35.0,0.0,
2015-01-02 01:00:00,8.6,89,6.9,2.57,347,992.0,25.0,0.0,
2015-01-02 02:00:00,7.6,91,6.2,2.57,347,991.8,25.0,0.0,
2015-01-02 03:00:00,6.9,91,5.6,2.38,338,991.4,25.0,0.0,
2015-01-02 04:00:00,6.5,91,5.2,2.1,335,991.3,25.0,0.0,
2015-01-02 05:00:00,6.2,91,4.9,1.68,343,990.9,15.0,0.0,
2015-01-02 06:00:00,6.1,91,4.8,1.43,25,990.7,15.0,0.0,
2015-01-02 07:00:00,5.4,92,4.3,1.91,47,990.8,20.0,0.0,
2015-01-02 08:00:00,7.0,89,5.4,1.49,48,991.6,20.0,0.0,
2015-01-02 09:00:00,11.2,79,7.6,0.63,342,992.0,50.0,0.0,
2015-01-02 10:00:00,15.2,63,8.1,0.94,302,992.9,120.0,0.0,
2015-01-02 11:00:00,18.0,51,7.8,1.17,290,992.7,230.0,0.0,
2015-01-02 12:00:00,19.7,44,7.0,1.2,270,992.2,385.0,0.0,
2015-01-02 13:00:00,20.5,40,6.3,1.03,241,991.4,560.0,0.0,
2015-01-02 14:00:00,21.0,38,6.1,1.03,209,991.1,680.0,0.0,
2015-01-02 15:00:00,20.7,40,6.5,1.39,210,990.5,705.0,0.0,
2015-01-02 16:00:00,20.1,46,8.2,0.91,186,990.3,130.0,0.0,
2015-01-02 17:00:00,18.4,54,9.0,2.46,153,990.3,55.0,0.0,
2015-01-02 18:00:00,15.8,66,9.3,2.14,143,990.2,50.0,0.0,
2015-01-02 19:00:00,14.4,72,9.4,2.42,142,990.6,55.0,0.0,
2015-01-02 20:00:00,13.7,76,9.6,2.28,142,991.1,60.0,0.0,
2015-01-02 21:00:00,12.7,82,9.8,2.34,140,991.6,70.0,0.0,
2015-01-02 22:00:00,12.1,88,10.1,2.5,143,991.7,85.0,0.0,
2015-01-02 23:00:00,11.6,92,10.4,2.64,143,991.9,110.0,0.0,
2015-01-03 00:00:00,11.7,94,10.7,2.58,144,991.9,130.0,0.0,
2015-01-03 01:00:00,11.4,95,10.7,2.15,152,992.0,120.0,0.0,
2015-01-03 02:00:00,11.0,96,10.5,1.84,158,991.8,100.0,0.0,
2015-01-03 03:00:00,10.3,98,10.1,1.7,140,991.6,80.0,0.0,
2015-01-03 04:00:00,9.7,99,9.5,1.58,125,991.4,55.0,0.0,
2015-01-03 05:00:00,9.0,100,8.9,1.7,118,991.0,60.0,0.0,
2015-01-03 06:00:00,8.8,99,8.7,2.06,119,990.9,75.0,0.0,
2015-01-03 07:00:00,8.7,99,8.6,1.72,126,991.7,85.0,0.0,
2015-01-03 08:00:00,9.1,97,8.7,1.56,140,992.4,85.0,0.0,
2015-01-03 09:00:00,10.6,97,10.2,1.62,158,993.2,135.0,0.0,
2015-01-03 10:00:00,12.5,94,11.5,1.53,169,993.7,115.0,0.0,
2015-01-03 11:00:00,14.2,87,12.0,1.36,197,993.3,285.0,0.0,
2015-01-03 12:00:00,16.2,76,11.9,1.14,218,992.3,410.0,0.0,
2015-01-03 13:00:00,17.7,69,12.0,0.92,229,991.5,585.0,0.0,
2015-01-03 14:00:00,18.5,64,11.6,0.67,243,990.9,795.0,0.0,
2015-01-03 15:00:00,18.7,61,11.0,1.17,250,990.2,930.0,0.0,
2015-01-03 16:00:00,18.5,61,10.7,0.92,257,990.4,850.0,0.0,
2015-01-03 17:00:00,17.6,65,10.8,0.58,239,990.3,20.0,0.0,
2015-01-03 18:00:00,16.3,70,10.8,0.51,101,990.5,10.0,0.0,
2015-01-03 19:00:00,14.9,76,10.8,1.36,107,991.0,20.0,0.0,
2015-01-03 20:00:00,12.8,87,10.7,1.89,122,991.2,25.0,0.0,
2015-01-03 21:00:00,11.8,90,10.2,2.19,133,991.5,25.0,0.0,
2015-01-03 22:00:00,11.6,90,10.0,2.2,141,992.0,25.0,0.0,
2015-01-03 23:00:00,11.0,93,9.8,2.2,141,992.1,25.0,0.0,
2015-01-04 00:00:00,9.5,95,8.8,2.19,133,992.3,25.0,0.0,
2015-01-04 01:00:00,9.5,95,8.8,1.97,120,992.2,20.0,0.0,
2015-01-04 02:00:00,9.2,96,8.6,1.77,106,992.3,20.0,0.0,
2015-01-04 03:00:00,8.5,98,8.1,1.53,101,992.2,20.0,0.0,
2015-01-04 04:00:00,8.6,98,8.2,0.9,90,992.0,20.0,0.0,
2015-01-04 05:00:00,9.0,98,8.6,0.82,104,992.4,30.0,0.0,
2015-01-04 06:00:00,8.1,99,8.0,0.36,124,992.5,30.0,0.0,
2015-01-04 07:00:00,8.0,98,7.8,0.36,146,993.3,20.0,0.0,
2015-01-04 08:00:00,8.7,97,8.3,0.36,146,994.0,45.0,0.0,
2015-01-04 09:00:00,10.5,94,9.5,0.45,153,995.2,60.0,0.0,
2015-01-04 10:00:00,13.1,90,11.5,0.22,207,996.0,140.0,0.0,
2015-01-04 11:00:00,15.5,80,12.1,0.54,292,996.3,480.0,0.0,
2015-01-04 12:00:00,17.0,70,11.5,2.05,313,995.3,965.0,0.0,
2015-01-04 13:00:00,17.8,63,10.6,2.22,324,994.6,1110.0,0.0,
2015-01-04 14:00:00,18.2,59,10.0,2.06,331,994.3,1150.0,0.0,
2015-01-04 15:00:00,18.3,56,9.5,1.75,336,994.1,890.0,0.0,
2015-01-04 16:00:00,17.8,58,9.4,1.25,331,993.6,825.0,0.0,
2015-01-04 17:00:00,16.6,64,9.8,1.3,356,993.3,40.0,0.0,
2015-01-04 18:00:00,14.8,71,9.6,1.5,4,993.4,20.0,0.0,
2015-01-04 19:00:00,13.2,77,9.3,2.01,354,993.9,25.0,0.0,
2015-01-04 20:00:00,11.8,83,9.0,2.4,358,994.0,25.0,0.0,
2015-01-04 21:00:00,10.6,87,8.6,2.42,353,994.2,25.0,0.0,
2015-01-04 22:00:00,9.7,90,8.1,2.53,342,994.0,25.0,0.0,
2015-01-04 23:00:00,9.2,90,7.7,2.37,332,994.1,25.0,0.0,
2015-01-05 00:00:00,8.9,92,7.7,2.56,329,993.9,30.0,0.0,
2015-01-05 01:00:00,8.5,93,7.4,2.37,332,993.3,30.0,0.0,
2015-01-05 02:00:00,8.3,93,7.2,2.25,328,993.4,35.0,0.0,
2015-01-05 03:00:00,8.1,93,7.1,2.14,323,992.9,35.0,0.0,
2015-01-05 04:00:00,7.9,94,7.0,1.91,313,992.8,45.0,0.0,
2015-01-05 05:00:00,7.8,94,6.9,2.0,307,992.3,50.0,0.0,
2015-01-05 06:00:00,7.8,94,6.9,1.89,302,992.1,55.0,0.0,
2015-01-05 07:00:00,7.8,94,6.8,1.97,300,992.4,55.0,0.0,
2015-01-05 08:00:00,8.8,93,7.7,2.75,303,992.8,75.0,0.0,
2015-01-05 09:00:00,12.1,83,9.3,2.3,304,993.8,150.0,0.0,
2015-01-05 10:00:00,15.3,69,9.7,2.47,302,993.9,305.0,0.0,
2015-01-05 11:00:00,17.7,58,9.3,3.31,299,993.4,830.0,0.0,
2015-01-05 12:00:00,18.3,58,10.0,4.57,299,992.2,995.0,0.0,
2015-01-05 13:00:00,19.1,53,9.4,4.79,299,991.1,1140.0,0.0,
2015-01-05 14:00:00,19.5,51,9.1,4.61,300,990.6,1220.0,0.0,
2015-01-05 15:00:00,19.5,51,9.0,4.25,294,989.8,1130.0,0.0,
2015-01-05 16:00:00,18.9,54,9.3,3.45,292,989.5,1005.0,0.0,
2015-01-05 17:00:00,17.2,61,9.6,1.94,282,989.1,245.0,0.0,
2015-01-05 18:00:00,15.0,71,9.7,2.31,275,989.1,80.0,0.0,
2015-01-05 19:00:00,13.6,78,9.8,2.2,270,989.5,80.0,0.0,
2015-01-05 20:00:00,12.7,83,9.9,2.2,267,989.7,80.0,0.0,
2015-01-05 21:00:00,12.1,87,10.0,2.2,267,989.6,80.0,0.0,
2015-01-05 22:00:00,11.8,90,10.1,2.2,273,989.8,85.0,0.0,
2015-01-05 23:00:00,11.5,91,10.1,2.22,278,989.9,90.0,0.0,
2015-01-06 00:00:00,11.4,93,10.2,2.35,282,989.8,95.0,0.0,
2015-01-06 01:00:00,11.0,93,9.9,2.4,287,989.4,100.0,0.0,
2015-01-06 02:00:00,10.5,94,9.5,2.25,291,989.1,90.0,0.0,
2015-01-06 03:00:00,10.0,94,9.1,2.15,292,988.7,80.0,0.0,
2015-01-06 04:00:00,9.5,95,8.7,2.12,289,988.3,80.0,0.0,
2015-01-06 05:00:00,9.1,95,8.3,1.9,288,987.9,65.0,0.0,
2015-01-06 06:00:00,8.7,95,8.0,1.87,286,988.0,60.0,0.0,
2015-01-06 07:00:00,8.3,96,7.7,2.04,281,988.6,50.0,0.0,
2015-01-06 08:00:00,8.9,96,8.2,2.32,277,989.3,75.0,0.0,
2015-01-06 09:00:00,12.2,86,10.0,2.1,273,990.2,115.0,0.0,
2015-01-06 10:00:00,15.0,75,10.6,2.31,275,990.9,220.0,0.0,
2015-01-06 11:00:00,17.2,64,10.3,2.52,277,990.5,450.0,0.0,
2015-01-06 12:00:00,17.7,65,11.0,2.89,284,989.5,655.0,0.0,
2015-01-06 13:00:00,18.6,58,10.3,2.72,287,988.4,790.0,0.0,
2015-01-06 14:00:00,19.2,55,9.9,2.31,288,988.0,880.0,0.0,
2015-01-06 15:00:00,19.3,53,9.5,2.3,272,987.8,860.0,0.0,
2015-01-06 16:00:00,19.0,54,9.5,2.14,259,987.5,825.0,0.0,
2015-01-06 17:00:00,17.8,60,9.9,2.42,240,987.6,90.0,0.0,
2015-01-06 18:00:00,15.9,67,9.7,2.5,233,987.8,40.0,0.0,
2015-01-06 19:00:00,14.2,73,9.5,2.62,223,988.3,35.0,0.0,
2015-01-06 20:00:00,12.8,79,9.3,2.55,222,988.7,35.0,0.0,
2015-01-06 21:00:00,11.7,84,9.1,2.19,227,988.7,40.0,0.0,
2015-01-06 22:00:00,10.9,87,8.8,2.14,233,988.8,40.0,0.0,
2015-01-06 23:00:00,10.2,90,8.6,2.47,238,988.8,40.0,0.0,
2015-01-07 00:00:00,9.5,94,8.7,2.69,248,988.7,35.0,0.0,
2015-01-07 01:00:00,8.9,96,8.3,2.75,260,988.7,35.0,0.0,
2015-01-07 02:00:00,8.2,98,7.8,2.7,272,988.1,30.0,0.0,
2015-01-07 03:00:00,7.6,99,7.4,2.2,267,987.9,25.0,0.0,
2015-01-07 04:00:00,7.2,100,7.1,2.14,281,987.8,30.0,0.0,
2015-01-07 05:00:00,6.9,100,6.9,2.26,283,988.0,30.0,0.0,
2015-01-07 06:00:00,6.6,100,6.6,1.71,291,988.5,35.0,0.0,
2015-01-07 07:00:00,6.2,100,6.1,1.42,309,989.0,35.0,0.0,
2015-01-07 08:00:00,7.6,98,7.3,0.85,315,989.5,45.0,0.0,
2015-01-07 09:00:00,9.9,95,9.1,0.6,270,990.6,70.0,0.0,
2015-01-07 10:00:00,12.4,89,10.7,0.98,246,990.8,120.0,0.0,
2015-01-07 11:00:00,14.8,77,10.9,1.21,246,991.0,205.0,0.0,
2015-01-07 12:00:00,15.9,74,11.3,1.63,259,990.1,380.0,0.0,
2015-01-07 13:00:00,17.6,65,11.0,1.8,270,989.2,605.0,0.0,
2015-01-07 14:00:00,18.5,59,10.5,1.8,273,988.8,745.0,0.0,
2015-01-07 15:00:00,18.9,57,10.1,1.77,254,988.4,705.0,0.0,
2015-01-07 16:00:00,18.7,58,10.1,1.84,248,988.6,705.0,0.0,
2015-01-07 17:00:00,17.5,64,10.5,1.82,261,989.0,65.0,0.0,
2015-01-07 18:00:00,15.5,71,10.4,1.1,265,989.5,20.0,0.0,
2015-01-07 19:00:00,13.7,79,10.1,1.41,225,989.8,20.0,0.0,
2015-01-07 20:00:00,12.3,85,9.9,1.7,230,989.9,20.0,0.0,
2015-01-07 21:00:00,11.1,91,9.6,1.42,231,989.9,15.0,0.0,
2015-01-07 22:00:00,9.9,94,9.0,1.36,234,990.0,15.0,0.0,
2015-01-07 23:00:00,9.2,95,8.4,1.43,258,990.1,15.0,0.0,
2015-01-08 00:00:00,9.6,98,9.3,1.46,286,989.8,15.0,0.0,
2015-01-08 01:00:00,8.8,99,8.6,1.5,307,989.7,15.0,0.0,
2015-01-08 02:00:00,7.8,100,7.7,1.78,322,989.6,20.0,0.0,
2015-01-08 03:00:00,7.6,100,7.5,1.43,348,989.8,20.0,0.0,
2015-01-08 04:00:00,7.1,100,7.1,1.1,5,989.0,15.0,0.0,
2015-01-08 05:00:00,6.8,100,6.8,0.94,32,989.3,30.0,0.0,
2015-01-08 06:00:00,7.6,99,7.5,0.85,45,989.6,40.0,0.0,
2015-01-08 07:00:00,7.4,99,7.2,0.73,74,990.7,35.0,0.0,
2015-01-08 08:00:00,7.6,97,7.2,0.58,121,991.7,40.0,0.0,
2015-01-08 09:00:00,8.5,97,8.1,0.54,158,992.2,50.0,0.0,
2015-01-08 10:00:00,10.0,96,9.4,0.5,217,993.4,40.0,0.0,
2015-01-08 11:00:00,11.4,95,10.7,0.61,261,993.2,75.0,0.0,
2015-01-08 12:00:00,13.0,91,11.5,0.61,279,992.6,190.0,0.0,
2015-01-08 13:00:00,14.6,84,11.9,1.26,288,992.0,420.0,0.0,
2015-01-08 14:00:00,16.4,73,11.6,1.3,293,991.5,680.0,0.0,
2015-01-08 15:00:00,17.0,68,11.2,1.1,265,991.5,670.0,0.0,
2015-01-08 16:00:00,16.9,68,11.0,0.82,256,991.3,660.0,0.0,
2015-01-08 17:00:00,16.1,72,11.1,0.67,243,991.6,25.0,0.0,
2015-01-08 18:00:00,14.5,82,11.4,0.41,256,992.1,15.0,0.0,
2015-01-08 19:00:00,13.1,86,10.8,0.3,90,992.9,15.0,0.0,
2015-01-08 20:00:00,11.7,91,10.3,1.08,112,992.9,20.0,0.0,
2015-01-08 21:00:00,10.2,96,9.5,1.61,120,993.0,20.0,0.0,
2015-01-08 22:00:00,9.4,98,9.1,1.75,121,993.4,25.0,0.0,
2015-01-08 23:00:00,9.5,99,9.3,1.94,125,993.3,25.0,0.0,
2015-01-09 00:00:00,8.3,98,8.0,1.88,115,993.0,25.0,0.0,
2015-01-09 01:00:00,8.0,99,7.9,1.55,105,992.8,20.0,0.0,
2015-01-09 02:00:00,7.4,100,7.3,1.2,95,992.6,20.0,0.0,
2015-01-09 03:00:00,7.4,100,7.3,1.02,79,992.5,25.0,0.0,
2015-01-09 04:00:00,7.2,99,7.1,0.54,68,992.0,30.0,0.0,
2015-01-09 05:00:00,7.2,99,7.1,0.28,45,992.3,30.0,0.0,
2015-01-09 06:00:00,7.5,99,7.3,0.45,333,992.7,35.0,0.0,
2015-01-09 07:00:00,7.8,98,7.5,0.45,333,993.7,35.0,0.0,
2015-01-09 08:00:00,8.4,98,8.1,0.32,288,994.2,45.0,0.0,
2015-01-09 09:00:00,9.7,97,9.3,0.2,270,995.1,70.0,0.0,
2015-01-09 10:00:00,11.9,90,10.4,0.64,309,995.9,125.0,0.0,
2015-01-09 11:00:00,13.2,82,10.3,1.21,336,995.7,360.0,0.0,
2015-01-09 12:00:00,13.3,81,10.2,1.04,343,994.8,425.0,0.0,
2015-01-09 13:00:00,13.9,78,10.1,1.17,340,993.9,490.0,0.0,
2015-01-09 14:00:00,14.2,76,10.0,1.39,330,993.4,580.0,0.0,
2015-01-09 15:00:00,14.5,74,9.8,1.06,319,993.3,545.0,0.0,
2015-01-09 16:00:00,14.3,73,9.6,0.86,324,992.9,565.0,0.0,
2015-01-09 17:00:00,13.9,76,9.6,0.81,353,993.3,305.0,0.0,
2015-01-09 18:00:00,13.0,80,9.6,1.08,22,993.2,40.0,0.0,
2015-01-09 19:00:00,12.2,84,9.6,0.89,27,993.9,30.0,0.0,
2015-01-09 20:00:00,11.2,90,9.6,1.0,6,994.1,30.0,0.0,
2015-01-09 21:00:00,10.5,93,9.4,1.02,349,994.2,30.0,0.0,
2015-01-09 22:00:00,10.1,94,9.2,1.24,346,994.1,25.0,0.0,
2015-01-09 23:00:00,9.4,95,8.7,1.34,333,994.1,25.0,0.0,
2015-01-10 00:00:00,9.7,94,8.9,1.42,321,994.3,25.0,0.0,
2015-01-10 01:00:00,9.1,95,8.4,1.49,312,993.7,25.0,0.0,
2015-01-10 02:00:00,8.8,96,8.2,1.8,304,993.5,30.0,0.0,
2015-01-10 03:00:00,8.3,97,7.8,1.2,312,993.0,20.0,0.0,
2015-01-10 04:00:00,7.9,97,7.5,1.53,302,992.4,20.0,0.0,
2015-01-10 05:00:00,7.1,98,6.9,1.53,302,991.9,20.0,0.0,
2015-01-10 06:00:00,7.1,99,7.0,1.48,298,992.2,40.0,0.0,
2015-01-10 07:00:00,7.4,99,7.3,1.52,293,992.7,50.0,0.0,
2015-01-10 08:00:00,8.2,98,7.9,1.58,288,993.3,85.0,0.0,
2015-01-10 09:00:00,9.9,94,9.0,1.65,284,994.2,135.0,0.0,
2015-01-10 10:00:00,11.7,88,9.7,1.96,285,994.5,190.0,0.0,
2015-01-10 11:00:00,13.6,79,10.0,2.26,283,994.6,325.0,0.0,
2015-01-10 12:00:00,13.8,79,10.3,2.4,287,993.0,420.0,0.0,
2015-01-10 13:00:00,15.2,74,10.5,2.42,294,992.3,480.0,0.0,
2015-01-10 14:00:00,16.2,69,10.6,2.42,294,991.5,530.0,0.0,
2015-01-10 15:00:00,16.9,66,10.4,2.28,285,991.5,530.0,0.0,
2015-01-10 16:00:00,17.0,64,10.2,1.96,285,991.1,510.0,0.0,
2015-01-10 17:00:00,15.9,70,10.4,1.65,284,991.2,65.0,0.0,
2015-01-10 18:00:00,14.2,77,10.2,1.4,270,991.6,20.0,0.0,
2015-01-10 19:00:00,12.1,87,10.0,1.53,259,991.9,20.0,0.0,
2015-01-10 20:00:00,11.8,87,9.6,1.73,260,992.5,20.0,0.0,
2015-01-10 21:00:00,11.4,88,9.5,2.01,264,992.6,20.0,0.0,
2015-01-10 22:00:00,10.3,92,9.0,2.1,267,992.9,25.0,0.0,
2015-01-10 23:00:00,8.3,96,7.7,2.22,262,992.5,25.0,0.0,
2015-01-11 00:00:00,7.7,99,7.5,2.47,256,992.4,30.0,0.0,
2015-01-11 01:00:00,7.1,100,7.0,2.34,250,991.9,30.0,0.0,
2015-01-11 02:00:00,7.0,100,6.9,2.21,252,992.0,25.0,0.0,
2015-01-11 03:00:00,6.5,100,6.5,1.97,246,991.9,20.0,0.0,
2015-01-11 04:00:00,6.2,100,6.2,2.1,267,991.7,20.0,0.0,
2015-01-11 05:00:00,6.1,100,6.0,0.85,291,991.2,15.0,0.0,
2015-01-11 06:00:00,5.9,100,5.9,1.39,300,991.5,30.0,0.0,
2015-01-11 07:00:00,6.1,100,6.0,1.25,299,992.0,55.0,0.0,
2015-01-11 08:00:00,6.8,98,6.5,1.3,302,992.7,80.0,0.0,
2015-01-11 09:00:00,8.5,98,8.1,1.39,300,993.7,110.0,0.0,
2015-01-11 10:00:00,9.9,97,9.4,1.48,298,994.1,120.0,0.0,
2015-01-11 11:00:00,12.5,87,10.4,1.39,300,994.2,195.0,0.0,
2015-01-11 12:00:00,13.8,80,10.5,1.53,302,993.0,260.0,0.0,
2015-01-11 13:00:00,16.0,71,10.7,1.7,298,991.9,350.0,0.0,
2015-01-11 14:00:00,17.6,62,10.3,1.75,294,991.1,400.0,0.0,
2015-01-11 15:00:00,18.3,58,9.9,1.6,270,990.7,390.0,0.0,
2015-01-11 16:00:00,18.1,59,10.0,1.36,253,990.7,340.0,0.0,
2015-01-11 17:00:00,17.1,64,10.3,1.34,207,990.2,35.0,0.0,
2015-01-11 18:00:00,15.1,72,10.0,1.71,187,990.7,25.0,0.0,
2015-01-11 19:00:00,13.1,80,9.7,2.28,195,991.4,25.0,0.0,
2015-01-11 20:00:00,11.4,88,9.4,2.25,201,991.9,25.0,0.0,
2015-01-11 21:00:00,11.1,86,8.9,2.09,197,992.1,20.0,0.0,
2015-01-11 22:00:00,11.2,86,8.9,1.8,180,992.4,20.0,0.0,
2015-01-11 23:00:00,9.6,91,8.2,1.52,157,992.1,15.0,0.0,
2015-01-12 00:00:00,7.1,99,6.9,1.56,135,991.7,15.0,0.0,
2015-01-12 01:00:00,6.4,100,6.4,1.5,127,991.7,15.0,0.0,
2015-01-12 02:00:00,5.9,100,5.9,1.58,125,991.5,15.0,0.0,
2015-01-12 03:00:00,5.8,99,5.7,1.8,124,992.1,20.0,0.0,
2015-01-12 04:00:00,5.8,99,5.7,1.53,122,991.6,30.0,0.0,
2015-01-12 05:00:00,5.6,99,5.4,1.17,110,991.5,35.0,0.0,
2015-01-12 06:00:00,5.9,99,5.7,1.26,108,991.7,55.0,0.0,
2015-01-12 07:00:00,5.9,99,5.7,1.3,113,992.3,70.0,0.0,
2015-01-12 08:00:00,6.3,99,6.1,1.17,121,992.7,80.0,0.0,
2015-01-12 09:00:00,7.5,97,7.1,0.92,131,993.9,80.0,0.0,
2015-01-12 10:00:00,9.3,96,8.8,0.72,124,994.5,65.0,0.0,
2015-01-12 11:00:00,11.3,93,10.2,0.67,117,994.1,80.0,0.0,
2015-01-12 12:00:00,12.1,91,10.7,0.7,90,993.0,205.0,0.0,
2015-01-12 13:00:00,13.5,86,11.1,0.67,63,991.9,300.0,0.0,
2015-01-12 14:00:00,14.4,82,11.4,0.78,50,991.1,390.0,0.0,
2015-01-12 15:00:00,15.0,79,11.4,0.63,72,991.0,380.0,0.0,
2015-01-12 16:00:00,15.0,79,11.3,0.4,90,990.7,360.0,0.0,
2015-01-12 17:00:00,14.3,82,11.3,1.1,95,990.5,85.0,0.0,
2015-01-12 18:00:00,12.9,89,11.0,1.62,112,990.9,50.0,0.0,
2015-01-12 19:00:00,11.6,93,10.5,1.75,114,991.3,55.0,0.0,
2015-01-12 20:00:00,10.9,95,10.2,2.06,113,991.7,75.0,0.0,
2015-01-12 21:00:00,10.6,96,9.9,2.06,113,992.1,95.0,0.0,
2015-01-12 22:00:00,10.4,96,9.8,1.77,106,992.7,85.0,0.0,
2015-01-12 23:00:00,10.1,96,9.5,1.8,90,992.8,70.0,0.0,
2015-01-13 00:00:00,9.1,98,8.7,2.12,82,992.7,75.0,0.0,
2015-01-13 01:00:00,8.6,98,8.3,2.32,83,992.4,85.0,0.0,
2015-01-13 02:00:00,8.6,98,8.2,2.31,85,992.3,90.0,0.0,
2015-01-13 03:00:00,8.6,97,8.2,2.11,85,991.9,90.0,0.0,
2015-01-13 04:00:00,8.3,97,7.9,2.0,90,991.5,90.0,0.0,
2015-01-13 05:00:00,8.0,98,7.7,1.92,81,991.5,85.0,0.0,
2015-01-13 06:00:00,7.6,99,7.4,2.31,85,991.7,100.0,0.0,
2015-01-13 07:00:00,7.5,99,7.4,2.6,90,992.1,115.0,0.0,
2015-01-13 08:00:00,8.0,99,7.8,2.81,94,992.3,160.0,0.1,
2015-01-13 09:00:00,9.6,94,8.7,2.86,102,992.5,240.0,0.0,
2015-01-13 10:00:00,11.2,86,8.9,2.5,106,993.0,300.0,0.0,
2015-01-13 11:00:00,12.9,75,8.6,2.18,106,992.6,360.0,0.0,
2015-01-13 12:00:00,12.9,76,8.8,2.2,90,991.2,425.0,0.1,
2015-01-13 13:00:00,13.8,73,9.0,2.31,85,990.2,470.0,0.2,
2015-01-13 14:00:00,14.8,69,9.2,2.33,80,989.3,540.0,0.2,
2015-01-13 15:00:00,15.1,69,9.4,2.43,81,988.5,615.0,0.2,
2015-01-13 16:00:00,15.0,70,9.6,2.18,74,988.5,610.0,0.2,
2015-01-13 17:00:00,13.9,79,10.3,1.56,50,988.5,150.0,0.3,
2015-01-13 18:00:00,12.5,85,10.0,1.98,49,988.5,80.0,0.8,
2015-01-13 19:00:00,11.7,88,9.7,1.92,51,988.9,65.0,1.0,
2015-01-13 20:00:00,11.4,89,9.6,1.8,56,989.2,60.0,0.3,
2015-01-13 21:00:00,11.3,90,9.6,1.97,66,989.2,75.0,0.4,
2015-01-13 22:00:00,11.3,91,9.9,1.61,60,989.6,75.0,0.6,
2015-01-13 23:00:00,11.3,91,9.9,1.41,45,989.2,65.0,0.7,
2015-01-14 00:00:00,11.0,92,9.8,2.05,43,989.0,80.0,1.1,
2015-01-14 01:00:00,11.1,93,9.9,2.3,56,988.9,105.0,1.6,
2015-01-14 02:00:00,11.1,93,10.0,2.24,63,988.9,120.0,1.9,
2015-01-14 03:00:00,11.1,93,10.1,2.6,106,988.1,205.0,2.0,
2015-01-14 04:00:00,11.2,94,10.2,2.44,109,988.0,215.0,1.9,
2015-01-14 05:00:00,11.3,93,10.2,2.16,103,987.9,195.0,2.0,
2015-01-14 06:00:00,11.3,94,10.3,1.8,93,988.2,165.0,2.2,
2015-01-14 07:00:00,11.3,94,10.3,1.81,84,989.3,135.0,1.9,
2015-01-14 08:00:00,11.4,93,10.2,2.31,72,989.9,180.0,1.2,
2015-01-14 09:00:00,11.5,92,10.2,2.79,75,991.0,280.0,0.6,
2015-01-14 10:00:00,11.9,90,10.3,3.73,82,991.9,440.0,0.2,
2015-01-14 11:00:00,12.3,85,9.9,4.13,83,992.0,595.0,0.2,
2015-01-14 12:00:00,13.8,77,9.8,4.7,90,991.7,700.0,0.0,
2015-01-14 13:00:00,14.4,71,9.3,4.61,94,991.2,850.0,0.0,
2015-01-14 14:00:00,14.9,67,8.9,4.65,99,991.2,825.0,0.0,
2015-01-14 15:00:00,15.1,66,8.7,4.01,94,991.1,720.0,0.0,
2015-01-14 16:00:00,14.9,67,8.9,3.5,90,991.3,745.0,0.0,
2015-01-14 17:00:00,14.1,72,9.1,2.18,74,991.7,420.0,0.0,
2015-01-14 18:00:00,12.4,79,8.9,1.8,56,992.0,105.0,0.0,
